comment_text,toxic
"""There are whole departments at the U of O where the professors do little more than identify racism in everything but the milk we drink.""

I have to question your ""sincerity"" when you make a comment as utterly ridiculous as that. What departments are you referring to?",1
"Direct federal grants, state grants of federally provided money, and other federal funding gimmicks for feel good ""stuff"" like bike lanes, transit projects, shared bike programs, etc.",0
"Is the real point of this article to show that the ""Ban the box"" legislation will be a disaster?

A less sensational headline would be ""Black people violate their parole and probation terms 11x more often than whites""",1
The Troll is strong with this one.,1
"So, a bully is worse than an incompetent and irresponsible pathological liar or a guy who's economic sensibility wouldn't fit a thimble?",1
"The state is acting like the cop, a sore loser.",1
I think folks are allowed to be saddened by Portland's loss of character while knowing more housing needs to be built. Sucks. Everything changes. Nothing good lasts forever. Etc.,0
"We requested a refund for all years paid.  Hope to receive it within 2 weeks.
See KGW Portland Couple Demands Arts Tax Refund.  Terry Pinnell",0
"As expected. Create a ""jungle"" and expect that there will be turf fights over who can run it, who can camp in it. Mix in predators and vulnerable, dysfunctional and/or disabled ...and its a nightmare.",0
"Seems like I touched a nerve by calling it like I saw it. Sorry it bugged you enough to attempt a defense, but the fan letter speaks for itself, as does your failure to do either your due diligence re: Red Sauce, or to write a correction once your error was pointed out.",0
This is pretty much exactly how I feel. Damn.,1
"Gosh Pilot, you've solved the entire issue of poverty and homelessness.  Let's see: teen who have fled an abusive home need to get a job; addicts and chronic alcoholics just need to ""get a job""; Vets with PTSD ""just need to get a job"", severely mentally ill individuals ""need to get a job"", the developmentally delayed ( mentally disabled) need to ""get a job""; abused women with childred need to ""get job""; the elderly trying to live on Social Security need to ""get a job.""  You suggest that ""most"" homeless people are alike and all they need to do so ""solve"" their homelessness is to ""get a job.""

It would, in my opinion, benefit you to study homelessness and poverty and the many, many different issues which lead to those conditions.  You might also study the idea of Housing First, a program which has been very successful helping needy individuals take those steps toward working their way out of poverty and homelessness.  Simplistic solutions seldom represent real solutions.",0
